ticket_number,date,time,article,Quantity,unit_price_euro,revenue
150500,1/4/2021,11:50,SPECIAL BREAD,1,2.4,2.4
150502,1/4/2021,11:51,TRADITIONAL BAGUETTE,1,1.2,1.2
150504,1/4/2021,11:56,COOKIE,2,1,2
150505,1/4/2021,11:59,TRADITIONAL BAGUETTE,1,1.2,1.2
150508,1/4/2021,12:07,BAGUETTE,1,0.9,0.9
150508,1/4/2021,12:07,CEREAL BAGUETTE,1,1.25,1.25
150510,1/4/2021,12:09,TRADITIONAL BAGUETTE,1,1.2,1.2
150511,1/4/2021,12:11,TRADITIONAL BAGUETTE,1,1.2,1.2
150512,1/4/2021,12:11,BANETTE,1,1.05,1.05
150516,1/4/2021,12:21,CAMPAGNE,1,1.8,1.8
150523,1/4/2021,12:35,TRADITIONAL BAGUETTE,1,1.2,1.2
150524,1/4/2021,12:36,TRADITIONAL BAGUETTE,2,1.2,2.4
150526,1/4/2021,12:38,BAGUETTE,1,0.9,0.9
150527,1/4/2021,12:40,GD KOUIGN AMANN,1,7.5,7.5
150527,1/4/2021,12:40,BAGUETTE,1,0.9,0.9
150529,1/4/2021,12:41,TRADITIONAL BAGUETTE,1,1.2,1.2
150530,1/4/2021,12:44,BAGUETTE,1,0.9,0.9
150531,1/4/2021,12:47,BAGUETTE,1,0.9,0.9
150531,1/4/2021,12:47,BANETTE,2,1.05,2.1
150532,1/4/2021,12:58,TRADITIONAL BAGUETTE,1,1.2,1.2
150535,1/4/2021,12:59,TRADITIONAL BAGUETTE,1,1.2,1.2
150538,1/4/2021,13:05,TRADITIONAL BAGUETTE,4,1.2,4.8
150540,1/4/2021,13:06,TRADITIONAL BAGUETTE,2,1.2,2.4
150543,1/4/2021,13:19,FORMULE SANDWICH,1,6.5,6.5
150550,1/4/2021,13:31,COUPE,1,0.15,0.15
150550,1/4/2021,13:31,SPECIAL BREAD,1,2.4,2.4
150551,1/4/2021,13:34,COUPE,1,0.15,0.15
150551,1/4/2021,13:34,COMPLET,1,1.5,1.5
150552,1/4/2021,13:39,SPECIAL BREAD,1,2.4,2.4
150555,1/4/2021,13:44,BANETTE,3,1.05,3.15
150556,1/4/2021,13:45,PAIN AUX RAISINS,2,1.4,2.8
150556,1/4/2021,13:45,SPECIAL BREAD,1,2.4,2.4
150560,1/4/2021,13:56,CAFE OU EAU,2,1,2
150563,1/4/2021,14:02,DIVERS SANDWICHS,1,2.5,2.5
150566,1/4/2021,17:37,BOULE 200G,1,1.1,1.1
150566,1/4/2021,17:37,COUPE,1,0.15,0.15
150569,1/4/2021,17:44,BAGUETTE,1,0.9,0.9
150574,1/4/2021,18:10,SPECIAL BREAD,1,2.4,2.4
150575,1/4/2021,18:25,TRADITIONAL BAGUETTE,1,1.2,1.2
150576,1/4/2021,18:29,TRADITIONAL BAGUETTE,1,1.2,1.2
150580,1/4/2021,18:45,CEREAL BAGUETTE,1,1.25,1.25
150581,1/4/2021,18:52,TRADITIONAL BAGUETTE,1,1.2,1.2
150584,1/4/2021,18:59,TRADITIONAL BAGUETTE,3,1.2,3.6
150588,1/4/2021,19:10,BANETTE,1,1.05,1.05
150590,1/4/2021,19:18,TRADITIONAL BAGUETTE,1,1.2,1.2
150591,1/4/2021,19:26,TRADITIONAL BAGUETTE,4,1.2,4.8
150594,1/4/2021,19:43,BAGUETTE,2,0.9,1.8
150596,1/4/2021,19:53,DIVERS VIENNOISERIE,1,6,6
150599,1/5/2021,8:56,CROISSANT,2,1.1,2.2
150601,1/5/2021,9:01,CROISSANT,1,1.1,1.1
150602,1/5/2021,9:01,COOKIE,1,1,1
150605,1/5/2021,9:32,TRADITIONAL BAGUETTE,1,1.2,1.2
150607,1/5/2021,9:37,BOISSON 33CL,1,1.5,1.5
150609,1/5/2021,9:49,DEMI BAGUETTE,1,0.45,0.45
150610,1/5/2021,9:56,TRADITIONAL BAGUETTE,1,1.2,1.2
150611,1/5/2021,9:59,TRADITIONAL BAGUETTE,1,1.2,1.2
150613,1/5/2021,10:01,TRADITIONAL BAGUETTE,1,1.2,1.2
150618,1/5/2021,10:26,CROISSANT,1,1.1,1.1
150620,1/5/2021,10:34,BANETTINE,1,0.6,0.6
150621,1/5/2021,10:38,BANETTE,3,1.05,3.15
150621,1/5/2021,10:38,FICELLE,1,0.6,0.6
150622,1/5/2021,10:43,CAMPAGNE,1,1.8,1.8
150623,1/5/2021,10:46,PAIN CHOCO AMANDES,1,1.5,1.5
150624,1/5/2021,10:46,BAGUETTE,1,0.9,0.9
150626,1/5/2021,10:57,BANETTINE,1,0.6,0.6
150627,1/5/2021,11:02,BANETTE,1,1.05,1.05
150629,1/5/2021,11:06,GAL FRANGIPANE 6P,1,12,12
150636,1/5/2021,11:20,TRADITIONAL BAGUETTE,10,1.2,12
150638,1/5/2021,11:23,PAIN AU CHOCOLAT,1,1.2,1.2
150638,1/5/2021,11:23,CROISSANT,1,1.1,1.1
150639,1/5/2021,11:26,BOULE 400G,1,1.5,1.5
150639,1/5/2021,11:26,FICELLE,1,0.6,0.6
150639,1/5/2021,11:26,COUPE,1,0.15,0.15
150641,1/5/2021,11:33,MOISSON,1,2,2
150642,1/5/2021,11:35,TRADITIONAL BAGUETTE,1,1.2,1.2
150643,1/5/2021,11:36,FICELLE,1,0.6,0.6
150644,1/5/2021,11:41,BAGUETTE,2,0.9,1.8
150645,1/5/2021,11:42,SACHET VIENNOISERIE,1,4,4
150646,1/5/2021,11:42,TRADITIONAL BAGUETTE,1,1.2,1.2
150650,1/5/2021,11:47,BAGUETTE,1,0.9,0.9
150651,1/5/2021,11:47,BANETTE,2,1.05,2.1
150653,1/5/2021,11:52,COUPE,1,0.15,0.15
150653,1/5/2021,11:52,MOISSON,1,2,2
150654,1/5/2021,11:56,BAGUETTE,1,0.9,0.9
150656,1/5/2021,12:03,TRADITIONAL BAGUETTE,1,1.2,1.2
150657,1/5/2021,12:04,TRADITIONAL BAGUETTE,1,1.2,1.2
150659,1/5/2021,12:07,TRADITIONAL BAGUETTE,1,1.2,1.2
150661,1/5/2021,12:14,PAIN AU CHOCOLAT,1,1.2,1.2
150661,1/5/2021,12:14,COOKIE,5,1,5
150662,1/5/2021,12:15,CAFE OU EAU,1,1,1
150662,1/5/2021,12:15,QUIM BREAD,1,1,1
150663,1/5/2021,12:17,TRADITIONAL BAGUETTE,1,1.2,1.2
150666,1/5/2021,12:21,CEREAL BAGUETTE,1,1.25,1.25
150673,1/5/2021,12:29,TRADITIONAL BAGUETTE,2,1.2,2.4
150675,1/5/2021,12:38,BOULE 400G,1,1.5,1.5
150675,1/5/2021,12:38,COUPE,1,0.15,0.15
150675,1/5/2021,12:38,COUPE,1,0.15,0.15
150676,1/5/2021,12:39,TRADITIONAL BAGUETTE,1,1.2,1.2
150679,1/5/2021,12:46,FORMULE SANDWICH,3,6.5,19.5
150681,1/5/2021,12:48,BRIOCHE,1,5,5
150682,1/5/2021,12:54,TRADITIONAL BAGUETTE,1,1.2,1.2
150684,1/5/2021,12:59,COUPE,1,0.15,0.15
150684,1/5/2021,12:59,SPECIAL BREAD,1,2.4,2.4
150686,1/5/2021,13:02,DIVERS SANDWICHS,1,5,5
150688,1/5/2021,13:03,TRADITIONAL BAGUETTE,1,1.2,1.2
150690,1/5/2021,13:05,SANDWICH COMPLET,1,4.5,4.5
150690,1/5/2021,13:05,BOISSON 33CL,1,1.5,1.5
150691,1/5/2021,13:07,PAIN BANETTE,1,1.4,1.4
150692,1/5/2021,13:09,CAMPAGNE,1,1.8,1.8
150694,1/5/2021,13:12,SPECIAL BREAD,1,2.4,2.4
150696,1/5/2021,13:14,SPECIAL BREAD,1,2.4,2.4
150696,1/5/2021,13:14,DIVERS PATISSERIE,1,4,4
150697,1/5/2021,13:22,FORMULE SANDWICH,1,6.5,6.5
150699,1/5/2021,13:30,BANETTE,1,1.05,1.05
150700,1/5/2021,13:35,TRADITIONAL BAGUETTE,1,1.2,1.2
150702,1/5/2021,13:42,DIVERS SANDWICHS,1,2.5,2.5
150702,1/5/2021,13:42,MOISSON,1,2,2
150702,1/5/2021,13:42,FORMULE SANDWICH,2,6.5,13
150703,1/5/2021,13:44,TRADITIONAL BAGUETTE,2,1.2,2.4
150704,1/5/2021,13:44,CEREAL BAGUETTE,1,1.25,1.25
150705,1/5/2021,13:44,TRADITIONAL BAGUETTE,2,1.2,2.4
150706,1/5/2021,13:47,FORMULE SANDWICH,1,6.5,6.5
150708,1/5/2021,13:50,FORMULE SANDWICH,1,6.5,6.5
150709,1/5/2021,13:51,TRADITIONAL BAGUETTE,4,1.2,4.8
150711,1/5/2021,13:59,FORMULE SANDWICH,1,6.5,6.5
150713,1/5/2021,14:05,SANDWICH COMPLET,2,4.5,9
150714,1/5/2021,14:05,TRADITIONAL BAGUETTE,1,1.2,1.2
150715,1/5/2021,17:29,TRADITIONAL BAGUETTE,1,1.2,1.2
150719,1/5/2021,17:45,QUIM BREAD,1,1,1
150725,1/5/2021,17:59,COMPLET,1,1.5,1.5
150725,1/5/2021,17:59,COUPE,2,0.15,0.3
150726,1/5/2021,18:02,PAIN AU CHOCOLAT,1,1.2,1.2
150729,1/5/2021,18:19,TRADITIONAL BAGUETTE,1,1.2,1.2
150731,1/5/2021,18:28,BANETTE,1,1.05,1.05
150732,1/5/2021,18:29,TRADITIONAL BAGUETTE,2,1.2,2.4
150735,1/5/2021,18:49,TRADITIONAL BAGUETTE,1,1.2,1.2
150736,1/5/2021,18:51,TRADITIONAL BAGUETTE,1,1.2,1.2
150737,1/5/2021,18:58,SPECIAL BREAD,1,2.4,2.4
150738,1/5/2021,19:00,DIVERS PATISSERIE,-1,6,-6
150738,1/5/2021,19:00,DIVERS BOULANGERIE,-1,2,-2
150738,1/5/2021,19:00,SPECIAL BREAD,-1,2.4,-2.4
150741,1/5/2021,19:04,TRADITIONAL BAGUETTE,1,1.2,1.2
150742,1/5/2021,19:08,CEREAL BAGUETTE,1,1.25,1.25
150745,1/5/2021,19:22,PAIN CHOCO AMANDES,2,1.5,3
150745,1/5/2021,19:22,TRADITIONAL BAGUETTE,1,1.2,1.2
150745,1/5/2021,19:22,PAIN AUX RAISINS,2,1.4,2.8
150746,1/5/2021,19:25,BOULE 200G,2,1.1,2.2
150746,1/5/2021,19:25,COUPE,2,0.15,0.3
150748,1/5/2021,19:32,TRADITIONAL BAGUETTE,2,1.2,2.4
150749,1/5/2021,19:36,BAGUETTE,1,0.9,0.9
150750,1/5/2021,19:41,MOISSON,1,2,2
150753,1/7/2021,8:36,CROISSANT,2,1.1,2.2
150754,1/7/2021,8:57,CAFE OU EAU,1,1,1
150755,1/7/2021,9:02,TRADITIONAL BAGUETTE,1,1.2,1.2
150756,1/7/2021,9:13,BAGUETTE,1,0.9,0.9
150758,1/7/2021,9:19,TRADITIONAL BAGUETTE,1,1.2,1.2
150758,1/7/2021,9:19,CROISSANT AMANDES,1,1.4,1.4
150759,1/7/2021,9:20,BAGUETTE,1,0.9,0.9
150759,1/7/2021,9:20,BOULE 400G,1,1.5,1.5
150760,1/7/2021,9:43,PAIN,2,1.15,2.3
150761,1/7/2021,9:49,COUPE,2,0.15,0.3
150761,1/7/2021,9:49,BOULE 200G,1,1.1,1.1
150761,1/7/2021,9:49,PAIN AUX RAISINS,2,1.4,2.8
150764,1/7/2021,10:18,TRADITIONAL BAGUETTE,4,1.2,4.8
150765,1/7/2021,10:22,CAFE OU EAU,1,1,1
150768,1/7/2021,10:31,TRADITIONAL BAGUETTE,1,1.2,1.2
150769,1/7/2021,10:31,BAGUETTE,2,0.9,1.8
150770,1/7/2021,10:34,TRADITIONAL BAGUETTE,7,1.2,8.4
150771,1/7/2021,10:35,PAIN,1,1.15,1.15
150774,1/7/2021,10:45,DIVERS SANDWICHS,1,2.5,2.5
150774,1/7/2021,10:45,CAFE OU EAU,1,1,1
150776,1/7/2021,10:55,TRADITIONAL BAGUETTE,1,1.2,1.2
150777,1/7/2021,11:01,DIVERS CONFISERIE,1,3,3
150778,1/7/2021,11:06,GAL FRANGIPANE 6P,1,12,12
150778,1/7/2021,11:06,COUPE,3,0.15,0.45
150778,1/7/2021,11:06,BOULE 200G,3,1.1,3.3
150779,1/7/2021,11:07,TRADITIONAL BAGUETTE,2,1.2,2.4
150780,1/7/2021,11:10,TRADITIONAL BAGUETTE,2,1.2,2.4
150782,1/7/2021,11:15,GAL POMME 4P,1,8,8
150782,1/7/2021,11:15,TRADITIONAL BAGUETTE,1,1.2,1.2
150782,1/7/2021,11:15,COUPE,3,0.15,0.45
150785,1/7/2021,11:28,MOISSON,1,2,2
150785,1/7/2021,11:28,COUPE,1,0.15,0.15
150787,1/7/2021,11:29,BAGUETTE,1,0.9,0.9
150789,1/7/2021,11:30,GAL FRANGIPANE 4P,1,8,8
150790,1/7/2021,11:34,PAIN AU CHOCOLAT,1,1.2,1.2
150797,1/7/2021,11:46,BAGUETTE,1,0.9,0.9
150799,1/7/2021,11:53,CEREAL BAGUETTE,2,1.25,2.5
150800,1/7/2021,11:53,SPECIAL BREAD KG,1,4.8,4.8
150800,1/7/2021,11:53,BAGUETTE,1,0.9,0.9
150801,1/7/2021,11:54,GAL FRANGIPANE 4P,1,8,8
150801,1/7/2021,11:54,BAGUETTE,1,0.9,0.9
150803,1/7/2021,11:55,BANETTE,1,1.05,1.05
150804,1/7/2021,11:56,BAGUETTE,1,0.9,0.9
150808,1/7/2021,12:00,BANETTE,2,1.05,2.1
150810,1/7/2021,12:01,CAMPAGNE,2,1.8,3.6
150810,1/7/2021,12:01,COUPE,2,0.15,0.3
150810,1/7/2021,12:01,BAGUETTE,1,0.9,0.9
150819,1/7/2021,12:25,DEMI BAGUETTE,1,0.45,0.45
150824,1/7/2021,12:36,TRADITIONAL BAGUETTE,4,1.2,4.8
150825,1/7/2021,12:36,BAGUETTE,1,0.9,0.9
150826,1/7/2021,12:37,MOISSON,1,2,2
150826,1/7/2021,12:37,COUPE,1,0.15,0.15
150827,1/7/2021,12:38,TRADITIONAL BAGUETTE,3,1.2,3.6
150828,1/7/2021,12:38,BANETTE,1,1.05,1.05
150830,1/7/2021,12:40,PAIN CHOCO AMANDES,1,1.5,1.5
150834,1/7/2021,12:42,TRADITIONAL BAGUETTE,1,1.2,1.2
150836,1/7/2021,12:46,TRADITIONAL BAGUETTE,1,1.2,1.2
150840,1/7/2021,12:52,TRADITIONAL BAGUETTE,1,1.2,1.2
150842,1/7/2021,12:54,COUPE,1,0.15,0.15
150842,1/7/2021,12:54,SPECIAL BREAD,1,2.4,2.4
150845,1/7/2021,12:58,DIVERS SANDWICHS,1,2.5,2.5
150846,1/7/2021,13:00,TRADITIONAL BAGUETTE,1,1.2,1.2
150847,1/7/2021,13:00,TRADITIONAL BAGUETTE,1,1.2,1.2
150848,1/7/2021,13:02,FORMULE SANDWICH,2,6.5,13
150851,1/7/2021,13:08,TRADITIONAL BAGUETTE,1,1.2,1.2
150853,1/7/2021,13:09,TRADITIONAL BAGUETTE,2,1.2,2.4
150855,1/7/2021,13:10,TRADITIONAL BAGUETTE,3,1.2,3.6
150856,1/7/2021,13:12,FORMULE SANDWICH,1,6.5,6.5
150858,1/7/2021,13:16,FORMULE SANDWICH,1,6.5,6.5
150859,1/7/2021,13:18,COUPE,1,0.15,0.15
150859,1/7/2021,13:18,SPECIAL BREAD,2,2.4,4.8
150862,1/7/2021,13:19,CROISSANT AMANDES,1,1.4,1.4
150862,1/7/2021,13:19,TRADITIONAL BAGUETTE,1,1.2,1.2
150864,1/7/2021,13:21,CROISSANT AMANDES,1,1.4,1.4
150865,1/7/2021,13:22,TRADITIONAL BAGUETTE,2,1.2,2.4
150866,1/7/2021,13:24,BAGUETTE,1,0.9,0.9
150867,1/7/2021,13:24,BAGUETTE,1,0.9,0.9
150868,1/7/2021,13:30,SEIGLE,1,1.8,1.8
150871,1/7/2021,13:32,BANETTE,1,1.05,1.05
150874,1/7/2021,13:52,COUPE,1,0.15,0.15
150874,1/7/2021,13:52,TRADITIONAL BAGUETTE,1,1.2,1.2
150874,1/7/2021,13:52,COMPLET,1,1.5,1.5
150875,1/7/2021,13:54,TRADITIONAL BAGUETTE,2,1.2,2.4
150881,1/7/2021,18:09,DIVERS VIENNOISERIE,1,6,6
150882,1/7/2021,18:10,BAGUETTE,1,0.9,0.9
150885,1/7/2021,18:23,GAL FRANGIPANE 6P,1,12,12
150885,1/7/2021,18:23,TRADITIONAL BAGUETTE,1,1.2,1.2
150887,1/7/2021,18:31,TRADITIONAL BAGUETTE,4,1.2,4.8
150888,1/7/2021,18:33,TRADITIONAL BAGUETTE,1,1.2,1.2
150890,1/7/2021,18:49,PAIN AU CHOCOLAT,1,1.2,1.2
150890,1/7/2021,18:49,TRADITIONAL BAGUETTE,1,1.2,1.2
150890,1/7/2021,18:49,PAIN AUX RAISINS,1,1.4,1.4
150893,1/7/2021,19:06,CEREAL BAGUETTE,1,1.25,1.25
150894,1/7/2021,19:14,TRADITIONAL BAGUETTE,1,1.2,1.2
150894,1/7/2021,19:14,SPECIAL BREAD,1,2.4,2.4
150898,1/7/2021,19:39,TRADITIONAL BAGUETTE,3,1.2,3.6
150901,1/8/2021,8:35,TRADITIONAL BAGUETTE,1,1.2,1.2
150902,1/8/2021,8:41,CROISSANT,3,1.1,3.3
150903,1/8/2021,8:44,PAIN AU CHOCOLAT,1,1.2,1.2
150904,1/8/2021,8:52,CROISSANT,10,1.1,11
150905,1/8/2021,8:57,PAIN AU CHOCOLAT,1,1.2,1.2
150906,1/8/2021,8:58,BAGUETTE,1,0.9,0.9
150907,1/8/2021,8:59,BAGUETTE,1,0.9,0.9
150907,1/8/2021,8:59,CROISSANT,1,1.1,1.1
150908,1/8/2021,9:03,BANETTE,1,1.05,1.05
150909,1/8/2021,9:05,TRADITIONAL BAGUETTE,1,1.2,1.2
150911,1/8/2021,9:23,BANETTE,1,1.05,1.05
150913,1/8/2021,9:32,PAIN AUX RAISINS,2,1.4,2.8
150914,1/8/2021,9:40,DIVERS SANDWICHS,1,5,5
150914,1/8/2021,9:40,QUIM BREAD,1,1,1
150916,1/8/2021,9:55,BAGUETTE,1,0.9,0.9
150917,1/8/2021,9:57,PAIN AU CHOCOLAT,2,1.2,2.4
150918,1/8/2021,10:04,TRADITIONAL BAGUETTE,1,1.2,1.2
150919,1/8/2021,10:26,TRADITIONAL BAGUETTE,1,1.2,1.2
150919,1/8/2021,10:26,BANETTINE,1,0.6,0.6
150921,1/8/2021,10:42,QUIM BREAD,1,1,1
150922,1/8/2021,10:46,TRADITIONAL BAGUETTE,1,1.2,1.2
150923,1/8/2021,10:59,MOISSON,1,2,2
150923,1/8/2021,10:59,TRADITIONAL BAGUETTE,1,1.2,1.2
150924,1/8/2021,11:02,CROISSANT,2,1.1,2.2
150924,1/8/2021,11:02,PAIN AU CHOCOLAT,2,1.2,2.4
150925,1/8/2021,11:09,BAGUETTE,1,0.9,0.9
150927,1/8/2021,11:14,SEIGLE,1,1.8,1.8
150927,1/8/2021,11:14,TRADITIONAL BAGUETTE,1,1.2,1.2
150929,1/8/2021,11:21,COUPE,1,0.15,0.15
150930,1/8/2021,11:26,BANETTE,2,1.05,2.1
150932,1/8/2021,11:35,PAIN AUX RAISINS,1,1.4,1.4
150933,1/8/2021,11:36,BAGUETTE,1,0.9,0.9
150934,1/8/2021,11:38,PAIN BANETTE,1,1.4,1.4
150935,1/8/2021,11:39,COUPE,1,0.15,0.15
150940,1/8/2021,11:57,PAIN AU CHOCOLAT,2,1.2,2.4
150941,1/8/2021,11:58,COUPE,-1,0.15,-0.15
150941,1/8/2021,11:58,BOULE 400G,-1,1.5,-1.5
150941,1/8/2021,11:58,CROISSANT,-4,1.1,-4.4
150942,1/8/2021,12:01,COUPE,2,0.15,0.3
150942,1/8/2021,12:01,COMPLET,2,1.5,3
150944,1/8/2021,12:03,COUPE,1,0.15,0.15
150944,1/8/2021,12:03,BOULE 400G,1,1.5,1.5
150946,1/8/2021,12:04,COUPE,1,0.15,0.15
150946,1/8/2021,12:04,COMPLET,1,1.5,1.5
150947,1/8/2021,12:07,BANETTE,1,1.05,1.05
150947,1/8/2021,12:07,BANETTINE,1,0.6,0.6
150948,1/8/2021,12:07,GAL FRANGIPANE 6P,1,12,12
150951,1/8/2021,12:12,BOULE 400G,1,1.5,1.5
150951,1/8/2021,12:12,PAIN AU CHOCOLAT,2,1.2,2.4
150951,1/8/2021,12:12,CROISSANT,4,1.1,4.4
150952,1/8/2021,12:14,SEIGLE,1,1.8,1.8
150955,1/8/2021,12:17,DEMI BAGUETTE,1,0.45,0.45
150956,1/8/2021,12:18,TRADITIONAL BAGUETTE,6,1.2,7.2
150957,1/8/2021,12:19,TRADITIONAL BAGUETTE,3,1.2,3.6
150958,1/8/2021,12:21,TRADITIONAL BAGUETTE,1,1.2,1.2
